latitude,longitude,label
30.6556267,-98.42556330000002,1
30.659359999999996,-98.4849739,1
30.63671216330856,-98.41112528294218,1
30.67408,-98.43937,1
30.64269649031413,-98.4744360330658,1
30.6605934047534,-98.44091606322941,1
30.658240000000003,-98.44058000000001,1
30.643809,-98.450941,1
30.6609935760498,-98.4439239501953,1
30.662266499999998,-98.44360329999999,1
30.660452600000003,-98.44068670000001,1
30.656240000000004,-98.43434,1
30.650187,-98.440336,1
30.65402002345485,-98.43502912076264,1
30.654324600000006,-98.4356353,1
30.655316100000004,-98.4162741,1
30.659664399999997,-98.43042290000001,1
30.659713899999996,-98.42990259999999,1
30.69148,-98.408506,1
30.656240000000004,-98.43434,1
30.645079,-98.416768,1
30.650201000000003,-98.440122,1
30.6665275,-98.44330330000004,1
30.660050877838987,-98.44038437424393,1
30.641340600000003,-98.44915879999996,1
30.6622812,-98.4436068,2
30.68093,-98.40326999999999,2
30.626849100000005,-98.4151476,2
30.628921999999996,-98.41615999999999,2
30.680021999999997,-98.40328199999999,2
30.69175,-98.40751,2
30.680590000000002,-98.41144,2
30.680290000000003,-98.41245,2
30.628803,-98.41569799999999,2
30.695228999999998,-98.409449,2
30.68137,-98.41203,2
30.675337,-98.438643,2
30.667373699999995,-98.42738250000002,2
30.65554289658453,-98.4340688899353,2
30.648918100000003,-98.4704135,2
30.656318168235078,-98.43456241639404,2
30.656240000000004,-98.43434,2
30.63635444641113,-98.41349792480469,2
30.6571343,-98.43139529999996,2
30.656240000000004,-98.43434,2
30.650298,-98.43994199999996,2
30.63953401283979,-98.4128594047546,2
30.656240000000004,-98.43434,2
30.642311,-98.477378,2
30.6536645,-98.4215054,2
30.654324600000006,-98.4356353,2
30.655307526906814,-98.43437110185243,2
30.654324600000006,-98.4356353,2
30.662056,-98.43994800000002,2
30.655173717422706,-98.4345731452301,2
30.655529052391447,-98.43404743226318,2
30.655187543541732,-98.4344032883606,2
30.6535701751709,-98.42343139648438,2
30.638460100000003,-98.4112652,2
30.640876000000002,-98.45082100000002,2
30.661973,-98.444745,2
30.674508000000003,-98.43805599999996,2
30.644329,-98.41626199999996,2
30.6533165,-98.43741920000002,2
30.6496257781982,-98.44131469726558,2
30.656446000000003,-98.4322959,2
30.656240000000004,-98.43434,2
30.630940999999996,-98.414992,2
30.66123869999999,-98.44514029999999,2
30.654324600000006,-98.4356353,2
30.656397,-98.432547,2
30.641890999999998,-98.47560299999998,2
30.647035,-98.417762,2
30.652490999999998,-98.421357,2
30.64075088501,-98.415481567383,2
30.646136,-98.417353,2
30.637118100000006,-98.41522690000001,2
30.695359999999997,-98.409492,2
30.673047999999998,-98.44335,2
30.660352825502578,-98.4297041330658,2
30.6533109,-98.4374188,2
30.64880659164521,-98.4425417392415,2
30.655042527963694,-98.42645234070044,2
30.673586,-98.44095199999998,2
30.677684000000003,-98.40841899999998,2
30.650044,-98.440465,2
30.654954847586552,-98.42612242899162,2
30.660603000000002,-98.430782,2
30.662228999999996,-98.445341,2
30.695101,-98.409363,2
